date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2015-02-06,120.02,120.25,118.45,118.93,43706567,-0.938,-0.84%,110.4534,5223426717.62,234216
2015-02-05,120.02,120.23,119.25,119.94,42246245,0.789,0.71%,111.3915,5061049793.48,210401
2015-02-04,118.50,120.51,118.309,119.56,70149743,0.842,0.77%,110.6021,8402427554.59,323520
2015-02-03,118.50,119.09,117.61,118.65,51915749,0.019,0.02%,109.7602,6147924361.00,249275
2015-02-02,118.05,119.17,116.08,118.63,62739100,1.36,1.25%,109.7417,7376556646.54,324690
2015-01-30,118.40,120.00,116.85,117.16,83745461,-1.61,-1.46%,108.3819,9949785994.57,412401
2015-01-29,116.32,119.19,115.56,118.90,84436432,3.321,3.11%,109.9915,9930715940.22,484465
2015-01-28,117.625,118.12,115.31,115.31,146477063,5.708,5.65%,106.6705,17134509504.83,737554
2015-01-27,112.42,112.48,109.03,109.14,95568749,-3.663,-3.50%,100.9628,10576482974.36,477632
2015-01-26,113.74,114.3626,112.80,113.10,55614979,0.111,0.11%,104.6261,6312733524.03,255673
2015-01-23,112.30,113.75,111.53,112.98,46464828,0.537,0.52%,104.5151,5238534199.98,230302
2015-01-22,110.26,112.47,109.72,112.40,53796409,2.636,2.60%,103.9785,5990834437.21,257512
2015-01-21,108.95,111.06,108.27,109.55,48575897,0.768,0.76%,101.342,5335899507.62,265512
2015-01-20,107.84,108.9667,106.50,108.72,49899907,2.525,2.58%,100.5742,5377341722.08,241938
2015-01-16,107.03,107.58,105.20,105.99,78513345,-0.768,-0.78%,98.0488,8330992152.94,345211
2015-01-15,110.00,110.06,106.66,106.82,60013996,-2.757,-2.71%,98.8166,6462698920.66,313447
2015-01-14,109.04,110.49,108.50,109.80,48956588,-0.389,-0.38%,101.5733,5359029380.55,267407
2015-01-13,111.43,112.80,108.91,110.22,67091928,0.897,0.89%,101.9618,7453307293.60,370475
2015-01-12,112.60,112.63,108.80,109.25,49650790,-2.553,-2.46%,101.0645,5457877340.53,281100
2015-01-09,112.67,113.25,110.21,112.01,53699527,0.111,0.11%,103.6177,6004502128.62,294204
2015-01-08,109.23,112.15,108.70,111.89,59364547,3.83,3.84%,103.5067,6591765093.20,305172
2015-01-07,107.20,108.20,106.695,107.75,40105934,1.378,1.40%,99.6769,4317532575.25,222963
2015-01-06,106.54,107.43,104.63,106.26,65797116,0.009,0.01%,98.2985,6982510621.83,364770
2015-01-05,108.29,108.65,105.41,106.25,64285491,-2.849,-2.82%,98.2893,6865692624.51,318502
2015-01-02,111.39,111.44,107.35,109.33,53204626,-0.971,-0.95%,101.1385,5805988011.94,287735
